Day, Suceptible, Exposed, Infected, Total
181, 393, 387, 221, 1001
182, 388, 389, 224, 1001
183, 382, 387, 232, 1001
184, 375, 375, 251, 1001
185, 377, 369, 255, 1001
186, 374, 367, 260, 1001
187, 371, 366, 264, 1001
188, 361, 358, 282, 1001
189, 363, 355, 283, 1001
190, 346, 357, 298, 1001
191, 344, 367, 290, 1001
192, 339, 374, 288, 1001
193, 343, 383, 275, 1001
194, 340, 377, 284, 1001
195, 344, 385, 272, 1001
196, 341, 392, 268, 1001
197, 343, 391, 267, 1001
198, 344, 397, 260, 1001
199, 343, 399, 259, 1001
200, 343, 396, 262, 1001
201, 347, 391, 263, 1001
202, 358, 386, 257, 1001
203, 358, 388, 255, 1001
204, 367, 391, 243, 1001
205, 364, 395, 242, 1001
206, 365, 395, 241, 1001
207, 363, 389, 249, 1001
208, 360, 398, 243, 1001
209, 351, 401, 249, 1001
210, 346, 389, 266, 1001
211, 343, 382, 276, 1001
212, 349, 371, 281, 1001
213, 349, 370, 282, 1001
214, 355, 370, 276, 1001
215, 353, 378, 270, 1001
216, 356, 374, 271, 1001
217, 349, 381, 271, 1001
218, 348, 371, 282, 1001
219, 342, 370, 289, 1001
220, 341, 369, 291, 1001
221, 345, 368, 288, 1001
222, 334, 382, 285, 1001
223, 327, 386, 288, 1001
224, 338, 386, 277, 1001
225, 342, 389, 270, 1001
226, 352, 387, 262, 1001
227, 354, 392, 255, 1001
228, 357, 380, 264, 1001
229, 356, 380, 265, 1001
230, 356, 382, 263, 1001
231, 352, 382, 267, 1001
232, 354, 392, 255, 1001
233, 359, 389, 253, 1001
234, 354, 397, 250, 1001
235, 344, 400, 257, 1001
236, 342, 400, 259, 1001
237, 342, 395, 264, 1001
238, 343, 396, 262, 1001
239, 342, 395, 264, 1001
240, 339, 397, 265, 1001
241, 337, 397, 267, 1001
242, 339, 393, 269, 1001
243, 340, 388, 273, 1001
244, 337, 390, 274, 1001
245, 333, 391, 277, 1001
246, 325, 398, 278, 1001
247, 328, 396, 277, 1001
248, 335, 392, 274, 1001
249, 335, 399, 267, 1001
250, 330, 400, 271, 1001
251, 323, 410, 268, 1001
252, 321, 404, 276, 1001
253, 322, 407, 272, 1001
254, 322, 401, 278, 1001
255, 316, 396, 289, 1001
256, 327, 397, 277, 1001
257, 326, 402, 273, 1001
258, 324, 405, 272, 1001
259, 324, 407, 270, 1001
260, 324, 402, 275, 1001
261, 333, 396, 272, 1001
262, 330, 389, 282, 1001
263, 327, 393, 281, 1001
264, 331, 388, 282, 1001
265, 337, 378, 286, 1001
266, 343, 374, 284, 1001
267, 335, 382, 284, 1001
268, 340, 392, 269, 1001
269, 351, 384, 266, 1001
270, 355, 375, 271, 1001
271, 351, 367, 283, 1001
272, 350, 367, 284, 1001
273, 344, 373, 284, 1001
274, 344, 375, 282, 1001
275, 337, 376, 288, 1001
276, 340, 380, 281, 1001
277, 339, 375, 287, 1001
278, 341, 373, 287, 1001
279, 346, 369, 286, 1001
280, 351, 371, 279, 1001
281, 349, 380, 272, 1001
282, 345, 377, 279, 1001
283, 348, 378, 275, 1001
284, 352, 379, 270, 1001
285, 358, 389, 254, 1001
286, 354, 393, 254, 1001
287, 351, 391, 259, 1001
288, 353, 388, 260, 1001
289, 361, 386, 254, 1001
290, 360, 392, 249, 1001
291, 364, 389, 248, 1001
292, 367, 388, 246, 1001
293, 375, 376, 250, 1001
294, 368, 378, 255, 1001
295, 358, 375, 268, 1001
296, 366, 363, 272, 1001
297, 361, 371, 269, 1001
298, 357, 372, 272, 1001
299, 351, 373, 277, 1001
300, 352, 373, 276, 1001
301, 352, 379, 270, 1001
302, 358, 379, 264, 1001
303, 364, 368, 269, 1001
304, 357, 370, 274, 1001
305, 360, 365, 276, 1001
306, 367, 354, 280, 1001
307, 379, 345, 277, 1001
308, 381, 347, 273, 1001
309, 379, 358, 264, 1001
310, 372, 368, 261, 1001
311, 368, 371, 262, 1001
312, 370, 370, 261, 1001
313, 369, 375, 257, 1001
314, 369, 370, 262, 1001
315, 365, 373, 263, 1001
316, 353, 390, 258, 1001
317, 355, 384, 262, 1001
318, 349, 387, 265, 1001
319, 354, 386, 261, 1001
320, 356, 389, 256, 1001
321, 360, 383, 258, 1001
322, 361, 385, 255, 1001
323, 359, 391, 251, 1001
324, 359, 390, 252, 1001
325, 360, 389, 252, 1001
326, 355, 400, 246, 1001
327, 350, 405, 246, 1001
328, 357, 402, 242, 1001
329, 360, 394, 247, 1001
330, 351, 384, 266, 1001
331, 361, 378, 262, 1001
332, 361, 381, 259, 1001
333, 358, 384, 259, 1001
334, 355, 387, 259, 1001
335, 354, 390, 257, 1001
336, 344, 388, 269, 1001
337, 336, 387, 278, 1001
338, 327, 392, 282, 1001
339, 314, 405, 282, 1001
340, 308, 402, 291, 1001
341, 299, 406, 296, 1001
342, 299, 409, 293, 1001
343, 306, 411, 284, 1001
344, 312, 415, 274, 1001
345, 320, 411, 270, 1001
346, 313, 412, 276, 1001
347, 311, 414, 276, 1001
348, 314, 413, 274, 1001
349, 321, 412, 268, 1001
350, 328, 413, 260, 1001
351, 328, 417, 256, 1001
352, 336, 412, 253, 1001
353, 330, 414, 257, 1001
354, 343, 401, 257, 1001
355, 344, 393, 264, 1001
356, 335, 394, 272, 1001
357, 328, 399, 274, 1001
358, 327, 390, 284, 1001
359, 330, 373, 298, 1001
360, 331, 377, 293, 1001
361, 330, 374, 297, 1001
362, 326, 375, 300, 1001
363, 320, 380, 301, 1001
364, 315, 381, 305, 1001
365, 305, 393, 303, 1001
