Day, Suceptible, Exposed, Infected, Total
115, 902, 76, 23, 1001
116, 899, 77, 25, 1001
117, 895, 81, 25, 1001
118, 899, 81, 21, 1001
119, 897, 84, 20, 1001
120, 890, 90, 21, 1001
121, 890, 92, 19, 1001
122, 894, 88, 19, 1001
123, 893, 89, 19, 1001
124, 890, 92, 19, 1001
125, 886, 91, 24, 1001
126, 884, 92, 25, 1001
127, 877, 97, 27, 1001
128, 868, 100, 33, 1001
129, 857, 107, 37, 1001
130, 853, 106, 42, 1001
131, 844, 108, 49, 1001
132, 828, 120, 53, 1001
133, 820, 122, 59, 1001
134, 806, 132, 63, 1001
135, 790, 145, 66, 1001
136, 784, 151, 66, 1001
137, 772, 158, 71, 1001
138, 760, 170, 71, 1001
139, 755, 176, 70, 1001
140, 751, 175, 75, 1001
141, 745, 181, 75, 1001
142, 739, 193, 69, 1001
143, 727, 207, 67, 1001
144, 723, 214, 64, 1001
145, 719, 223, 59, 1001
146, 718, 227, 56, 1001
147, 718, 226, 57, 1001
148, 716, 224, 61, 1001
149, 708, 225, 68, 1001
150, 704, 226, 71, 1001
151, 696, 229, 76, 1001
152, 689, 220, 92, 1001
153, 680, 224, 97, 1001
154, 674, 222, 105, 1001
155, 658, 224, 119, 1001
156, 640, 232, 129, 1001
157, 627, 234, 140, 1001
158, 609, 243, 149, 1001
159, 590, 256, 155, 1001
160, 578, 265, 158, 1001
161, 565, 277, 159, 1001
162, 560, 279, 162, 1001
163, 550, 284, 167, 1001
164, 540, 289, 172, 1001
165, 530, 297, 174, 1001
166, 526, 312, 163, 1001
167, 514, 326, 161, 1001
168, 517, 331, 153, 1001
169, 515, 338, 148, 1001
170, 513, 342, 146, 1001
171, 510, 344, 147, 1001
172, 512, 347, 142, 1001
173, 508, 348, 145, 1001
174, 498, 351, 152, 1001
175, 495, 344, 162, 1001
176, 498, 335, 168, 1001
177, 500, 334, 167, 1001
178, 492, 331, 178, 1001
179, 489, 324, 188, 1001
180, 472, 333, 196, 1001
181, 460, 331, 210, 1001
182, 444, 340, 217, 1001
183, 435, 340, 226, 1001
184, 425, 341, 235, 1001
185, 424, 335, 242, 1001
186, 411, 335, 255, 1001
187, 406, 332, 263, 1001
188, 403, 336, 262, 1001
189, 395, 344, 262, 1001
190, 380, 365, 256, 1001
191, 381, 363, 257, 1001
192, 382, 373, 246, 1001
193, 386, 378, 237, 1001
194, 383, 380, 238, 1001
195, 381, 391, 229, 1001
196, 378, 399, 224, 1001
197, 388, 396, 217, 1001
198, 384, 397, 220, 1001
199, 391, 395, 215, 1001
200, 396, 388, 217, 1001
201, 403, 383, 215, 1001
202, 396, 379, 226, 1001
203, 393, 380, 228, 1001
204, 380, 387, 234, 1001
205, 379, 389, 233, 1001
206, 372, 386, 243, 1001
207, 363, 391, 247, 1001
208, 354, 400, 247, 1001
209, 347, 392, 262, 1001
210, 335, 380, 286, 1001
211, 325, 390, 286, 1001
212, 324, 389, 288, 1001
213, 322, 388, 291, 1001
214, 331, 385, 285, 1001
215, 336, 376, 289, 1001
216, 342, 376, 283, 1001
217, 332, 396, 273, 1001
218, 332, 393, 276, 1001
219, 328, 398, 275, 1001
220, 334, 397, 270, 1001
221, 336, 399, 266, 1001
222, 340, 392, 269, 1001
223, 348, 389, 264, 1001
224, 362, 383, 256, 1001
225, 353, 389, 259, 1001
226, 352, 393, 256, 1001
227, 356, 385, 260, 1001
228, 355, 379, 267, 1001
229, 361, 377, 263, 1001
230, 363, 371, 267, 1001
231, 349, 372, 280, 1001
232, 345, 376, 280, 1001
233, 344, 373, 284, 1001
234, 347, 372, 282, 1001
235, 341, 378, 282, 1001
236, 342, 379, 280, 1001
237, 349, 363, 289, 1001
238, 355, 364, 282, 1001
239, 360, 357, 284, 1001
240, 355, 365, 281, 1001
241, 353, 374, 274, 1001
242, 363, 377, 261, 1001
243, 359, 381, 261, 1001
244, 357, 385, 259, 1001
245, 354, 389, 258, 1001
246, 352, 389, 260, 1001
247, 350, 394, 257, 1001
248, 350, 390, 261, 1001
249, 343, 394, 264, 1001
250, 346, 393, 262, 1001
251, 364, 381, 256, 1001
252, 366, 372, 263, 1001
253, 368, 374, 259, 1001
254, 370, 374, 257, 1001
255, 367, 373, 261, 1001
256, 357, 377, 267, 1001
257, 352, 386, 263, 1001
258, 346, 392, 263, 1001
259, 347, 402, 252, 1001
260, 352, 396, 253, 1001
261, 340, 398, 263, 1001
262, 339, 403, 259, 1001
263, 335, 401, 265, 1001
264, 330, 398, 273, 1001
265, 334, 392, 275, 1001
266, 338, 390, 273, 1001
267, 333, 390, 278, 1001
268, 325, 397, 279, 1001
269, 323, 398, 280, 1001
270, 324, 401, 276, 1001
271, 318, 409, 274, 1001
272, 321, 409, 271, 1001
273, 316, 409, 276, 1001
274, 321, 414, 266, 1001
275, 329, 412, 260, 1001
276, 321, 413, 267, 1001
277, 324, 409, 268, 1001
278, 330, 401, 270, 1001
279, 350, 386, 265, 1001
280, 348, 393, 260, 1001
281, 345, 389, 267, 1001
282, 340, 389, 272, 1001
283, 336, 393, 272, 1001
284, 324, 399, 278, 1001
285, 317, 398, 286, 1001
286, 319, 391, 291, 1001
287, 312, 395, 294, 1001
288, 304, 395, 302, 1001
289, 298, 398, 305, 1001
290, 304, 397, 300, 1001
291, 313, 391, 297, 1001
292, 321, 392, 288, 1001
293, 321, 397, 283, 1001
294, 329, 388, 284, 1001
295, 336, 391, 274, 1001
296, 337, 387, 277, 1001
297, 337, 388, 276, 1001
298, 340, 388, 273, 1001
299, 345, 397, 259, 1001
300, 354, 384, 263, 1001
301, 346, 389, 266, 1001
302, 347, 390, 264, 1001
303, 343, 391, 267, 1001
304, 343, 382, 276, 1001
305, 349, 377, 275, 1001
306, 347, 381, 273, 1001
307, 344, 377, 280, 1001
308, 347, 371, 283, 1001
309, 341, 369, 291, 1001
310, 349, 368, 284, 1001
311, 353, 369, 279, 1001
312, 344, 378, 279, 1001
313, 332, 375, 294, 1001
314, 340, 382, 279, 1001
315, 340, 385, 276, 1001
316, 349, 377, 275, 1001
317, 353, 377, 271, 1001
318, 356, 383, 262, 1001
319, 357, 386, 258, 1001
320, 353, 392, 256, 1001
321, 359, 382, 260, 1001
322, 364, 378, 259, 1001
323, 370, 371, 260, 1001
324, 370, 370, 261, 1001
325, 362, 378, 261, 1001
326, 366, 373, 262, 1001
327, 369, 372, 260, 1001
328, 360, 375, 266, 1001
329, 359, 373, 269, 1001
330, 360, 376, 265, 1001
331, 362, 379, 260, 1001
332, 361, 371, 269, 1001
333, 352, 377, 272, 1001
334, 340, 384, 277, 1001
335, 346, 383, 272, 1001
336, 346, 393, 262, 1001
337, 353, 391, 257, 1001
338, 351, 387, 263, 1001
339, 340, 394, 267, 1001
340, 347, 387, 267, 1001
341, 350, 386, 265, 1001
342, 351, 384, 266, 1001
343, 352, 387, 262, 1001
344, 346, 392, 263, 1001
345, 337, 394, 270, 1001
346, 344, 400, 257, 1001
347, 347, 397, 257, 1001
348, 345, 397, 259, 1001
349, 350, 394, 257, 1001
350, 335, 402, 264, 1001
351, 339, 400, 262, 1001
352, 341, 403, 257, 1001
353, 341, 397, 263, 1001
354, 342, 390, 269, 1001
355, 342, 386, 273, 1001
356, 343, 381, 277, 1001
357, 340, 384, 277, 1001
358, 333, 388, 280, 1001
359, 338, 380, 283, 1001
360, 325, 395, 281, 1001
361, 328, 394, 279, 1001
362, 325, 401, 275, 1001
363, 326, 399, 276, 1001
364, 318, 404, 279, 1001
365, 319, 397, 285, 1001
