164, 74, 3, 23, 
165, 75, 2, 23, 
166, 74, 2, 24, 
167, 70, 6, 24, 
168, 70, 7, 23, 
169, 68, 3, 29, 
170, 68, 5, 27, 
171, 68, 4, 28, 
172, 66, 8, 26, 
173, 67, 2, 31, 
174, 68, 2, 30, 
175, 65, 4, 31, 
176, 62, 6, 32, 
177, 64, 4, 32, 
178, 65, 4, 31, 
179, 63, 5, 32, 
180, 64, 4, 32, 
181, 67, 1, 32, 
182, 66, 3, 31, 
183, 64, 8, 28, 
184, 65, 4, 31, 
185, 63, 5, 32, 
186, 63, 5, 32, 
187, 60, 9, 31, 
188, 60, 9, 31, 
189, 58, 6, 36, 
190, 60, 4, 36, 
191, 61, 3, 36, 
192, 62, 3, 35, 
193, 60, 4, 36, 
194, 62, 5, 33, 
195, 62, 2, 36, 
196, 62, 5, 33, 
197, 61, 7, 32, 
198, 60, 5, 35, 
199, 61, 4, 35, 
200, 59, 4, 37, 
201, 63, 3, 34, 
202, 61, 3, 36, 
203, 59, 8, 33, 
204, 61, 3, 36, 
205, 65, 3, 32, 
206, 63, 6, 31, 
207, 66, 2, 32, 
208, 63, 5, 32, 
209, 62, 2, 36, 
210, 63, 2, 35, 
211, 65, 3, 32, 
212, 66, 0, 34, 
213, 65, 3, 32, 
214, 67, 1, 32, 
215, 65, 4, 31, 
216, 62, 5, 33, 
217, 62, 6, 32, 
218, 61, 4, 35, 
219, 60, 5, 35, 
220, 58, 7, 35, 
221, 62, 5, 33, 
222, 62, 5, 33, 
223, 65, 2, 33, 
224, 65, 4, 31, 
225, 66, 3, 31, 
226, 61, 9, 30, 
227, 61, 7, 32, 
228, 62, 3, 35, 
229, 62, 3, 35, 
230, 61, 3, 36, 
231, 57, 4, 39, 
232, 58, 2, 40, 
233, 57, 4, 39, 
234, 59, 3, 38, 
235, 57, 6, 37, 
236, 58, 4, 38, 
237, 56, 4, 40, 
238, 56, 4, 40, 
239, 59, 4, 37, 
240, 58, 5, 37, 
241, 55, 6, 39, 
242, 57, 6, 37, 
243, 58, 4, 38, 
244, 56, 5, 39, 
245, 54, 5, 41, 
246, 54, 4, 42, 
247, 56, 3, 41, 
248, 55, 3, 42, 
249, 56, 3, 41, 
250, 59, 3, 38, 
251, 61, 4, 35, 
252, 62, 2, 36, 
253, 63, 3, 34, 
254, 61, 4, 35, 
255, 60, 6, 34, 
256, 60, 4, 36, 
257, 60, 5, 35, 
258, 62, 2, 36, 
259, 63, 1, 36, 
260, 61, 4, 35, 
261, 57, 5, 38, 
262, 57, 4, 39, 
263, 57, 4, 39, 
264, 58, 4, 38, 
265, 58, 4, 38, 
266, 57, 7, 36, 
267, 61, 4, 35, 
268, 64, 3, 33, 
269, 59, 9, 32, 
270, 60, 3, 37, 
271, 61, 1, 38, 
272, 63, 0, 37, 
273, 62, 2, 36, 
274, 60, 5, 35, 
275, 57, 7, 36, 
276, 61, 4, 35, 
277, 60, 6, 34, 
278, 61, 4, 35, 
279, 63, 3, 34, 
280, 62, 3, 35, 
281, 61, 3, 36, 
282, 62, 2, 36, 
283, 62, 5, 33, 
284, 60, 6, 34, 
285, 55, 9, 36, 
286, 54, 9, 37, 
287, 53, 5, 42, 
288, 53, 5, 42, 
289, 51, 7, 42, 
290, 54, 6, 40, 
291, 55, 7, 38, 
292, 55, 6, 39, 
293, 52, 9, 39, 
294, 53, 5, 42, 
295, 49, 8, 43, 
296, 49, 7, 44, 
297, 52, 5, 43, 
298, 53, 6, 41, 
299, 55, 3, 42, 
300, 55, 4, 41, 
301, 57, 4, 39, 
302, 58, 4, 38, 
303, 57, 5, 38, 
304, 56, 4, 40, 
305, 60, 4, 36, 
306, 61, 3, 36, 
307, 63, 1, 36, 
308, 63, 2, 35, 
309, 64, 1, 35, 
310, 64, 2, 34, 
311, 66, 2, 32, 
312, 64, 3, 33, 
313, 62, 5, 33, 
314, 64, 7, 29, 
315, 62, 8, 30, 
316, 63, 4, 33, 
317, 68, 2, 30, 
318, 65, 6, 29, 
319, 64, 4, 32, 
320, 63, 7, 30, 
321, 65, 4, 31, 
322, 67, 2, 31, 
323, 69, 1, 30, 
324, 69, 3, 28, 
325, 69, 3, 28, 
326, 70, 3, 27, 
327, 69, 1, 30, 
328, 72, 3, 25, 
329, 71, 4, 25, 
330, 68, 4, 28, 
331, 69, 5, 26, 
332, 67, 4, 29, 
333, 65, 7, 28, 
334, 69, 2, 29, 
335, 69, 2, 29, 
336, 68, 3, 29, 
337, 70, 3, 27, 
338, 71, 3, 26, 
339, 73, 3, 24, 
340, 71, 4, 25, 
341, 73, 2, 25, 
342, 70, 5, 25, 
343, 72, 4, 24, 
344, 71, 6, 23, 
345, 72, 5, 23, 
346, 72, 7, 21, 
347, 73, 4, 23, 
348, 73, 3, 24, 
349, 73, 4, 23, 
350, 70, 7, 23, 
351, 70, 6, 24, 
352, 71, 5, 24, 
353, 69, 5, 26, 
354, 65, 8, 27, 
355, 65, 7, 28, 
356, 63, 8, 29, 
357, 62, 3, 35, 
358, 62, 4, 34, 
359, 62, 7, 31, 
360, 61, 8, 31, 
361, 59, 7, 34, 
362, 57, 7, 36, 
363, 55, 9, 36, 
364, 53, 8, 39, 
365, 58, 1, 41, 
