Day, Suceptible, Exposed, Infected
216, 732, 31, 238 
217, 730, 26, 245 
218, 717, 45, 239 
219, 720, 37, 244 
220, 716, 38, 247 
221, 707, 43, 251 
222, 706, 38, 257 
223, 700, 40, 261 
224, 695, 36, 270 
225, 698, 36, 267 
226, 693, 34, 274 
227, 693, 37, 271 
228, 700, 28, 273 
229, 697, 28, 276 
230, 688, 45, 268 
231, 694, 35, 272 
232, 692, 38, 271 
233, 698, 39, 264 
234, 692, 40, 269 
235, 690, 41, 270 
236, 691, 35, 275 
237, 696, 41, 264 
238, 694, 37, 270 
239, 699, 32, 270 
240, 691, 44, 266 
241, 700, 28, 273 
242, 693, 38, 270 
243, 677, 50, 274 
244, 674, 36, 291 
245, 675, 31, 295 
246, 672, 37, 292 
247, 686, 28, 287 
248, 692, 30, 279 
249, 693, 38, 270 
250, 702, 34, 265 
251, 697, 36, 268 
252, 691, 40, 270 
253, 695, 35, 271 
254, 690, 39, 272 
255, 686, 47, 268 
256, 688, 30, 283 
257, 691, 28, 282 
258, 694, 32, 275 
259, 698, 44, 259 
260, 693, 46, 262 
261, 691, 43, 267 
262, 693, 41, 267 
263, 692, 31, 278 
264, 692, 42, 267 
265, 695, 43, 263 
266, 683, 51, 267 
267, 680, 44, 277 
268, 670, 51, 280 
269, 677, 47, 277 
270, 666, 49, 286 
271, 664, 48, 289 
272, 665, 45, 291 
273, 663, 40, 298 
274, 653, 54, 294 
275, 654, 48, 299 
276, 655, 41, 305 
277, 661, 41, 299 
278, 656, 52, 293 
279, 651, 46, 304 
280, 651, 35, 315 
281, 654, 35, 312 
282, 657, 40, 304 
283, 651, 45, 305 
284, 658, 49, 294 
285, 656, 50, 295 
286, 663, 36, 302 
287, 656, 50, 295 
288, 666, 35, 300 
289, 669, 40, 292 
290, 658, 45, 298 
291, 656, 44, 301 
292, 652, 49, 300 
293, 646, 53, 302 
294, 640, 50, 311 
295, 639, 44, 318 
296, 640, 52, 309 
297, 629, 58, 314 
298, 625, 61, 315 
299, 625, 55, 321 
300, 623, 52, 326 
301, 623, 56, 322 
302, 621, 48, 332 
303, 630, 34, 337 
304, 630, 44, 327 
305, 629, 51, 321 
306, 633, 43, 325 
307, 625, 55, 321 
308, 636, 46, 319 
309, 646, 47, 308 
310, 656, 38, 307 
311, 660, 37, 304 
312, 663, 37, 301 
313, 667, 35, 299 
314, 666, 33, 302 
315, 670, 45, 286 
316, 667, 42, 292 
317, 677, 34, 290 
318, 668, 45, 288 
319, 666, 48, 287 
320, 669, 41, 291 
321, 672, 45, 284 
322, 670, 42, 289 
323, 676, 36, 289 
324, 681, 40, 280 
325, 677, 46, 278 
326, 673, 40, 288 
327, 665, 49, 287 
328, 674, 37, 290 
329, 667, 41, 293 
330, 674, 31, 296 
331, 674, 36, 291 
332, 676, 37, 288 
333, 680, 40, 281 
334, 684, 36, 281 
335, 680, 32, 289 
336, 684, 29, 288 
337, 678, 41, 282 
338, 688, 38, 275 
339, 683, 40, 278 
340, 686, 32, 283 
341, 685, 39, 277 
342, 691, 31, 279 
343, 690, 39, 272 
344, 683, 43, 275 
345, 669, 51, 281 
346, 681, 40, 280 
347, 661, 49, 291 
348, 667, 36, 298 
349, 662, 43, 296 
350, 660, 38, 303 
351, 668, 34, 299 
352, 658, 36, 307 
353, 671, 31, 299 
354, 676, 31, 294 
355, 676, 32, 293 
356, 681, 28, 292 
357, 679, 38, 284 
358, 673, 53, 275 
359, 680, 50, 271 
360, 688, 33, 280 
361, 694, 27, 280 
362, 690, 41, 270 
363, 699, 36, 266 
364, 697, 36, 268 
365, 690, 45, 266 
